"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"870921675184848896","","","2017-06-03 08:34:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @gregoriobaq1: @MitchBupp @YouTube https://t.co/vmD9j98VQq… #Space #Darkmatter #Physics #Darkenergy #Galaxies #Science","867431027878359042","824708996103831553","2017-05-24 17:24:07 +0000","http://gregoriobaquero.wordpress.com/2017/01/26/ram,http://gregoriobaquero.wordpress.com/2017/01/26/ram"
"870920899465166848","","","2017-06-03 08:31:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Ronald_vanLoon: Neural Net Computing Explodes | #DataScience #BigData #RT https://t.co/TQQ4FPzHG0 https://t.co/MhV8jX39Kj","869027873834848256","555031989","2017-05-29 03:09:25 +0000","http://bit.ly/2dOuWkx,https://twitter.com/Ronald_vanLoon/status/869027873834848256/photo/1,http://bit.ly/2dOuWkx,https://twitter.com/Ronald_vanLoon/status/869027873834848256/photo/1"
"870920767415795712","","","2017-06-03 08:31:06 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @_Data_Science_: #BigData: Big Data and the Future of Physics #DataScience https://t.co/KBVgvdOH5G https://t.co/YEbsYlXzkc","870583580237418496","843078227488915457","2017-06-02 10:11:14 +0000","http://buff.ly/2ryfC3b,https://twitter.com/_Data_Science_/status/870583580237418496/photo/1,http://buff.ly/2ryfC3b,https://twitter.com/_Data_Science_/status/870583580237418496/photo/1"
